univ,docs,cites,top_papers,cpp,country,cluster,tier,sim_to_ECNU
"NATIONAL INSTITUTE OF PHARMACEUTICAL EDUCATION & RESEARCH, S.A.S. NAGAR (MOHALI)",4206.0,77375.0,43.0,18.398388017118403,INDIA,0,Type-0,-0.5031041922119576
NATIONAL INSTITUTE OF PLANT GENOME RESEARCH (NIPGR),697.0,19342.0,29.0,27.75,INDIA,0,Type-0,-0.8207438251379173
NATIONAL INSTITUTE OF POLAR RESEARCH (NIPR) - JAPAN,1193.0,21734.0,8.0,18.216890192791283,JAPAN,0,Type-0,-0.8104842121846748
NATIONAL INSTITUTE OF PUBLIC HEALTH (NIPH),173.0,25737.0,9.0,148.77,POLAND,0,Type-0,-0.9617178955923122
NATIONAL INSTITUTE OF PUBLIC HEALTH (SZU) - CZECH REPUBLIC,153.0,14166.0,12.0,92.59,CZECH REPUBLIC,0,Type-0,-0.9156406737090991
NATIONAL INSTITUTE OF PUBLIC HEALTH - JAPAN,398.0,10798.0,8.0,27.13,JAPAN,0,Type-0,-0.8475307949395121
NATIONAL INSTITUTE OF RESEARCH & DEVELOPMENT FOR CRYOGENIC & ISOTOPIC TECHNOLOGIES,278.0,3906.0,2.0,14.05,ROMANIA,0,Type-0,-0.8421320966681003
NATIONAL INSTITUTE OF SCIENCE EDUCATION & RESEARCH (NISER),3428.0,77655.0,41.0,22.656266044340722,INDIA,0,Type-0,-0.5944577773226397
NATIONAL INSTITUTE OF STANDARDS & TECHNOLOGY (NIST) - USA,12668.0,373883.0,337.0,29.51521708241238,USA,0,Type-0,0.973081948303298
NATIONAL INSTITUTE OF TECHNOLOGY (NIT SYSTEM),75564.0,1071055.0,524.0,14.172430919485473,INDIA,2,Type-2,0.9116520112474363
NATIONAL INSTITUTE OF TECHNOLOGY AGARTALA,824.0,11522.0,6.0,13.98,INDIA,0,Type-0,-0.822574253739055
NATIONAL INSTITUTE OF TECHNOLOGY CALICUT,1853.0,22023.0,5.0,11.88133837021047,INDIA,0,Type-0,-0.7782127766576116
NATIONAL INSTITUTE OF TECHNOLOGY DELHI,417.0,4558.0,2.0,10.929999999999998,INDIA,0,Type-0,-0.835219695439161
NATIONAL INSTITUTE OF TECHNOLOGY DURGAPUR,1773.0,25870.0,11.0,14.594139875916527,INDIA,0,Type-0,-0.7792527903418826
NATIONAL INSTITUTE OF TECHNOLOGY HAMIRPUR,1127.0,20726.0,12.0,18.393700088731144,INDIA,0,Type-0,-0.8106545221753133
NATIONAL INSTITUTE OF TECHNOLOGY JAMSHEDPUR,716.0,8039.0,6.0,11.23,INDIA,0,Type-0,-0.8237664228155733
NATIONAL INSTITUTE OF TECHNOLOGY KARNATAKA,3248.0,51453.0,11.0,15.839248768472908,INDIA,0,Type-0,-0.6749899012760545
NATIONAL INSTITUTE OF TECHNOLOGY KURUKSHETRA,1439.0,25216.0,25.0,17.520743571924946,INDIA,0,Type-0,-0.7852526437430687
NATIONAL INSTITUTE OF TECHNOLOGY MEGHALAYA,491.0,6011.0,1.0,12.24,INDIA,0,Type-0,-0.8348685862388996
NATIONAL INSTITUTE OF TECHNOLOGY PATNA,1640.0,19573.0,11.0,11.937158536585367,INDIA,0,Type-0,-0.784507489405982
NATIONAL INSTITUTE OF TECHNOLOGY PUDUCHERRY,341.0,4135.0,5.0,12.129999999999999,INDIA,0,Type-0,-0.8366062996842705
NATIONAL INSTITUTE OF TECHNOLOGY RAIPUR,1444.0,19104.0,7.0,13.231578947368423,INDIA,0,Type-0,-0.7969939594915088
NATIONAL INSTITUTE OF TECHNOLOGY ROURKELA,6308.0,104595.0,47.0,16.581995878249842,INDIA,0,Type-0,-0.12715766199514877
NATIONAL INSTITUTE OF TECHNOLOGY SILCHAR,2514.0,37328.0,14.0,14.852159904534608,INDIA,0,Type-0,-0.7326144268067948
NATIONAL INSTITUTE OF TECHNOLOGY SRINAGAR,578.0,4655.0,2.0,8.05,INDIA,0,Type-0,-0.8277960842533687
NATIONAL INSTITUTE OF TECHNOLOGY TIRUCHIRAPPALLI,5094.0,78795.0,20.0,15.467394974479781,INDIA,0,Type-0,-0.43867310357382155
NATIONAL INSTITUTE OF TECHNOLOGY UTTARAKHAND,283.0,3843.0,3.0,13.58,INDIA,0,Type-0,-0.8409193703371455
NATIONAL INSTITUTE OF TECHNOLOGY WARANGAL,3488.0,45413.0,17.0,13.022144495412844,INDIA,0,Type-0,-0.6533509728458049
NATIONAL INSTITUTE OF WATER & ATMOSPHERIC RESEARCH (NIWA) - NEW ZEALAND,2821.0,70481.0,71.0,24.98332506203474,NEW ZEALAND,0,Type-0,-0.5956783895375247
NATIONAL INSTITUTE RHEUMATOLOGY & PHYSIOTHERAPY,64.0,6220.0,4.0,97.19,HUNGARY,0,Type-0,-0.9242773943529612
NATIONAL INSTITUTES FOR QUANTUM SCIENCE & TECHNOLOGY,3417.0,41872.0,18.0,12.25118525021949,JAPAN,0,Type-0,-0.6602940494130328
NATIONAL INSTITUTES OF HEALTH (NIH) - USA,85806.0,3709978.0,3203.0,43.2367398550218,USA,2,Type-2,0.9497906798828246
NATIONAL INSTITUTES OF NATURAL SCIENCES (NINS) - JAPAN,12849.0,329708.0,262.0,25.659971982255428,JAPAN,0,Type-0,0.9737242258162089
NATIONAL JEWISH HEALTH,2701.0,109303.0,137.0,40.464687152906336,USA,0,Type-0,-0.22548064653564479
NATIONAL KAOHSIUNG UNIVERSITY OF HOSPITALITY & TOURISM,143.0,2318.0,3.0,16.21,TAIWAN,0,Type-0,-0.847276980716245
NATIONAL KAOHSIUNG UNIVERSITY OF SCIENCE & TECHNOLOGY,4844.0,61855.0,36.0,12.771133360858796,TAIWAN,0,Type-0,-0.46708282697609704
NATIONAL MARINE ENVIRONMENTAL MONITORING CENTER,399.0,9731.0,6.0,24.39,CHINA MAINLAND,0,Type-0,-0.846110373817466
NATIONAL MARROW DONOR PROGRAM,129.0,5214.0,14.0,40.42,USA,0,Type-0,-0.8644486873887325
"NATIONAL MATERNITY HOSPITAL, DUBLIN",494.0,9883.0,12.0,20.01,IRELAND,0,Type-0,-0.8348423428132127
NATIONAL MEDICAL CENTER - KOREA,591.0,7747.0,7.0,13.11,SOUTH KOREA,0,Type-0,-0.8287928004177048
NATIONAL MEDICAL RESEARCH CENTER FOR HEMATOLOGY,412.0,4954.0,5.0,12.02,RUSSIA,0,Type-0,-0.8344795481316425
NATIONAL MEDICAL RESEARCH CENTER FOR THERAPY & PREVENTIVE MEDICINE,335.0,22620.0,18.0,67.52,RUSSIA,0,Type-0,-0.8832231909043093
NATIONAL MEDICAL RESEARCH CENTER OF CARDIOLOGY,597.0,20899.0,23.0,35.01,RUSSIA,0,Type-0,-0.8373676118559711
"NATIONAL METEOROLOGICAL CENTER, CHINA METEOROLOGICAL ADMINISTRATION",462.0,6484.0,2.0,14.03,CHINA MAINLAND,0,Type-0,-0.836803886624521
"NATIONAL METEOROLOGICAL INFORMATION CENTER, CHINA METEOROLOGICAL ADMINISTRATION",260.0,6751.0,6.0,25.97,CHINA MAINLAND,0,Type-0,-0.8517877018898302
NATIONAL MUSEUM,589.0,4512.0,0.0,7.659999999999999,CZECH REPUBLIC,0,Type-0,-0.8283336888765978
NATIONAL MUSEUM OF NATURE AND SCIENCE,755.0,7755.0,10.0,10.27,JAPAN,0,Type-0,-0.8187924021518391
NATIONAL NANOTECHNOLOGY CENTER (NANOTEC),721.0,12631.0,2.0,17.52,THAILAND,0,Type-0,-0.8316323075894828
NATIONAL NEUROSCIENCE INSTITUTE (NNI),952.0,18377.0,19.0,19.30081932773109,SINGAPORE,0,Type-0,-0.8128085298385225
NATIONAL OBSERVATORY OF ATHENS,1032.0,27735.0,21.0,26.874912790697675,GREECE,0,Type-0,-0.8142674432770514
"NATIONAL OCEAN SERVICE, NOAA",554.0,13490.0,9.0,24.35142599277978,USA,0,Type-0,-0.8391955033819807
NATIONAL OCEANIC ATMOSPHERIC ADMIN (NOAA) - USA,19487.0,612151.0,536.0,31.41475804382409,USA,0,Type-0,0.9804332519650658
NATIONAL OFFICE FOR AEROSPACE STUDIES & RESEARCH (ONERA),1028.0,12059.0,2.0,11.73,FRANCE,0,Type-0,-0.8158876330690495
NATIONAL OPTICAL ASTRONOMY OBSERVATORY,1384.0,90056.0,68.0,65.07,USA,0,Type-0,-0.727997249303965
NATIONAL ORGANIZATION FOR DRUG CONTROL & RESEARCH (NODCAR),329.0,5145.0,2.0,15.64,EGYPT,0,Type-0,-0.8422246825339416
NATIONAL PHYSICAL LABORATORY - UK,1810.0,35228.0,15.0,19.465348066298343,ENGLAND,0,Type-0,-0.7757759507244951
NATIONAL PINGTUNG UNIVERSITY SCIENCE & TECHNOLOGY,1301.0,15180.0,7.0,11.668893159108379,TAIWAN,0,Type-0,-0.8020464896855514
NATIONAL RADIO ASTRONOMY OBSERVATORY (NRAO),3159.0,127535.0,140.0,40.37,USA,0,Type-0,-0.0677576017247875
NATIONAL REMOTE SENSING CENTRE (NRSC),566.0,6224.0,2.0,11.0,INDIA,0,Type-0,-0.8308534691275994
NATIONAL RENEWABLE ENERGY LABORATORY - USA,6010.0,254248.0,239.0,42.30522129783694,USA,0,Type-0,0.79103571212973
NATIONAL RESEARCH & DEVELOPMENT INSTITUTE IN FORESTRY MARIN DRACEA,138.0,5395.0,6.0,39.09,ROMANIA,0,Type-0,-0.8681278019959348
NATIONAL RESEARCH & INNOVATION AGENCY OF INDONESIA (BRIN),4586.0,46365.0,41.0,10.11018534670737,INDONESIA,0,Type-0,-0.5073716472389755
NATIONAL RESEARCH CENTER FOR RADIATION MEDICINE OF NATIONAL ACADEMY OF MEDICAL SCIENCES OF UKRAINE,58.0,9222.0,7.0,159.0,UKRAINE,0,Type-0,-0.9683076759613755
NATIONAL RESEARCH CENTRE (NRC),14899.0,260723.0,83.0,17.498908651587357,EGYPT,0,Type-0,0.737443982193882
NATIONAL RESEARCH CENTRE - KURCHATOV INSTITUTE,14194.0,246026.0,133.0,17.330369874594897,RUSSIA,0,Type-0,0.8288405444985951
NATIONAL RESEARCH CENTRE FOR THE WORKING ENVIRONMENT,1163.0,24198.0,24.0,20.805528804815136,DENMARK,0,Type-0,-0.8010259590377377
NATIONAL RESEARCH COUNCIL CANADA,7541.0,196095.0,152.0,26.003193210449545,CANADA,0,Type-0,0.7708151456298281
NATIONAL RESEARCH FOUNDATION - SOUTH AFRICA,4740.0,104084.0,68.0,21.95981434599156,SOUTH AFRICA,0,Type-0,-0.2838192891087466
NATIONAL RESEARCH INSTITUTE FOR EARTH SCIENCE & DISASTER RESILIENCE,563.0,8129.0,3.0,14.44,JAPAN,0,Type-0,-0.8334831449802913
NATIONAL RESEARCH INSTITUTE OF ANIMAL PRODUCTION,512.0,4743.0,0.0,9.26,POLAND,0,Type-0,-0.8320943866365533
NATIONAL RESEARCH NUCLEAR UNIVERSITY MEPHI (MOSCOW ENGINEERING PHYSICS INSTITUTE),10427.0,198161.0,117.0,19.00266903231994,RUSSIA,0,Type-0,0.7461085711733108
"NATIONAL RESOURCE CENTER FOR CHINESE MATERIA MEDICA, CACMS",259.0,3142.0,3.0,12.13,CHINA MAINLAND,0,Type-0,-0.8401699606817458
"NATIONAL SATELLITE METEOROLOGICAL CENTER, CHINA METEOROLOGICAL ADMINISTRATION",814.0,10237.0,8.0,12.580000000000002,CHINA MAINLAND,0,Type-0,-0.8203475127256862
NATIONAL SCIENCE & TECHNOLOGY DEVELOPMENT AGENCY - THAILAND,4355.0,74460.0,50.0,17.097331802525833,THAILAND,0,Type-0,-0.47317902582827287
NATIONAL SCIENCE FOUNDATION (NSF),289.0,10534.0,6.0,36.45114186851211,USA,0,Type-0,-0.861201273383727
NATIONAL SCIENTIFIC CENTER M.D. STRAZHESKO INSTITUTE OF CARDIOLOGY OF THE NATIONAL ACADEMY OF MEDICAL SCIENCES OF UKRAINE,100.0,14335.0,21.0,143.35,UKRAINE,0,Type-0,-0.9539892998531425
"NATIONAL SCIENTIFIC CENTER OF MARINE BIOLOGY, FAR EAST BRANCH OF THE RUSSIAN ACADEMY OF SCIENCES",646.0,3249.0,1.0,5.03,RUSSIA,0,Type-0,-0.8236361296530342
NATIONAL SKIN CENTRE,285.0,4823.0,5.0,16.92,SINGAPORE,0,Type-0,-0.8428388309435859
"NATIONAL SPACE SCIENCE CENTER, CAS",895.0,7116.0,9.0,7.95,CHINA MAINLAND,0,Type-0,-0.8127902340821331
NATIONAL SUN YAT SEN UNIVERSITY,9751.0,134899.0,60.0,13.834352374115474,TAIWAN,0,Type-0,0.37904361861410546
NATIONAL SURGICAL ADJUVANT BREAST & BOWEL PROJECT,225.0,15558.0,29.0,69.15,USA,0,Type-0,-0.8794723358762988
NATIONAL SYNCHROTRON RADIATION RESEARCH CENTER,2603.0,78914.0,120.0,30.311820975797158,TAIWAN,0,Type-0,-0.4110669211583386
NATIONAL TAICHUNG UNIVERSITY OF SCIENCE & TECHNOLOGY,248.0,3808.0,4.0,15.35,TAIWAN,0,Type-0,-0.842973712772843
NATIONAL TAIPEI UNIVERSITY,274.0,3003.0,1.0,10.96,TAIWAN,0,Type-0,-0.8398735235341361
NATIONAL TAIPEI UNIVERSITY OF NURSING & HEALTH SCIENCE (NTUNHS),1406.0,14023.0,2.0,9.976941678520626,TAIWAN,0,Type-0,-0.7997193373072851
NATIONAL TAIPEI UNIVERSITY OF TECHNOLOGY,7657.0,131384.0,36.0,17.159922946323626,TAIWAN,0,Type-0,0.08822244983292671
NATIONAL TAIWAN NORMAL UNIVERSITY,5323.0,76224.0,40.0,14.319872252489196,TAIWAN,0,Type-0,-0.368993604138853
NATIONAL TAIWAN OCEAN UNIVERSITY,3222.0,39345.0,21.0,12.212250155183117,TAIWAN,0,Type-0,-0.6740296755136994
NATIONAL TAIWAN UNIVERSITY,53690.0,1198591.0,819.0,22.32484224250326,TAIWAN,2,Type-2,0.9857679798988358
NATIONAL TAIWAN UNIVERSITY HOSPITAL,14444.0,359358.0,333.0,24.880654943229022,TAIWAN,0,Type-0,0.9875428760353858
NATIONAL TAIWAN UNIVERSITY OF SCIENCE & TECHNOLOGY,9878.0,181086.0,101.0,18.33160356347439,TAIWAN,0,Type-0,0.6574123589870149
NATIONAL TECHNICAL UNIVERSITY OF ATHENS,12186.0,253969.0,179.0,20.842878713277532,GREECE,0,Type-0,0.9129413609071575
NATIONAL TEXTILE UNIVERSITY - PAKISTAN,189.0,3832.0,2.0,20.28,PAKISTAN,0,Type-0,-0.8506416964652552
NATIONAL TSING HUA UNIVERSITY,15542.0,363714.0,230.0,23.401344743276283,TAIWAN,0,Type-0,0.9555257473363653
NATIONAL UNIVERSITY OF CORDOBA,5228.0,98504.0,74.0,18.84193955623565,ARGENTINA,0,Type-0,-0.19914444049304347
NATIONAL UNIVERSITY OF DEFENSE TECHNOLOGY - CHINA,24537.0,312670.0,272.0,12.742995883767373,CHINA MAINLAND,0,Type-0,0.9166288117605857
NATIONAL UNIVERSITY OF LA PLATA,10163.0,148391.0,80.0,14.60257502705894,ARGENTINA,0,Type-0,0.5149689593182212
NATIONAL UNIVERSITY OF MAR DEL PLATA,1936.0,25028.0,11.0,12.926301652892562,ARGENTINA,0,Type-0,-0.7701335208290525
NATIONAL UNIVERSITY OF ROSARIO,1854.0,32952.0,19.0,17.773705501618124,ARGENTINA,0,Type-0,-0.7696392790054775
NATIONAL UNIVERSITY OF SCIENCE & TECHNOLOGY (MISIS),7169.0,118434.0,47.0,16.519280234342308,RUSSIA,0,Type-0,0.03593702280544392
NATIONAL UNIVERSITY OF SCIENCE & TECHNOLOGY POLITEHNICA BUCHAREST,7476.0,109351.0,69.0,14.624892990904229,ROMANIA,0,Type-0,0.14287423700403215
NATIONAL UNIVERSITY OF SCIENCES & TECHNOLOGY - PAKISTAN,9876.0,169201.0,136.0,17.131089509923044,PAKISTAN,0,Type-0,0.7482086803255941
NATIONAL UNIVERSITY OF SINGAPORE,87946.0,2766841.0,2812.0,31.459817046824192,SINGAPORE,2,Type-2,0.9766242182052497
NATIONAL UNIVERSITY OF THE LITTORAL,2868.0,38695.0,12.0,13.494236401673641,ARGENTINA,0,Type-0,-0.7095243433832694
NATIONAL UNIVERSITY OF THE SOUTH,1141.0,14470.0,8.0,12.681130587204207,ARGENTINA,0,Type-0,-0.808513929815583
NATIONAL VETERINARY INSTITUTE - NATIONAL RESEARCH INSTITUTE,660.0,5758.0,2.0,8.72,POLAND,0,Type-0,-0.8258805515465728
NATIONAL VETERINARY INSTITUTE SVA,408.0,6691.0,5.0,16.4,SWEDEN,0,Type-0,-0.8387915456001321
NATIONAL WILDLIFE RESEARCH CENTRE - CANADA,486.0,14278.0,8.0,29.38,CANADA,0,Type-0,-0.8468713725672983
NATIONAL YANG MING CHIAO TUNG UNIVERSITY,35453.0,591998.0,328.0,16.697081770231012,TAIWAN,0,Type-0,0.9330379527827649
NATIONAL YUNLIN UNIVERSITY SCIENCE & TECHNOLOGY,3898.0,61274.0,65.0,15.719663930220626,TAIWAN,0,Type-0,-0.5083892955551805
NATIONWIDE CHILDRENS HOSPITAL,10718.0,299942.0,219.0,27.985893823474523,USA,0,Type-0,0.9447517023309147
NATL ALLERGY ASTHMA & BRONCHITIS INST,6.0,12334.0,6.0,2055.67,nan,0,Type-0,-0.3053193552889991
NATL ALLERGY ASTHMA BRONCHITIS INST,14.0,7865.0,7.0,561.79,nan,0,Type-0,-0.8195502595606051
NATL CANC CTR,85.0,26122.0,15.0,307.32,nan,0,Type-0,-0.990347453974499
NATL CANC INST,384.0,12017.0,16.0,31.290000000000003,nan,0,Type-0,-0.846444182888898
NATL CLIN RES CTR ORAL DIS,1095.0,7971.0,10.0,7.28,nan,0,Type-0,-0.8044288859463957
NATL CLIN RES CTR RESP DIS,336.0,7784.0,11.0,23.17,nan,0,Type-0,-0.8434518241174368
NATL COMPREHENS CANC NETWORK,246.0,29450.0,75.0,119.72,nan,0,Type-0,-0.8647848088859901
NATL COUNCIL SCI & TECH RES,11.0,10654.0,5.0,968.55,nan,0,Type-0,-0.555944117902023
NATL CTR BIRTH DEFECTS MONITORING CHINA,6.0,12469.0,6.0,2078.17,nan,0,Type-0,-0.3028487863187706
NATL CTR CARDIOL & INTERNAL DIS,74.0,72166.0,57.0,975.2166216216216,nan,0,Type-0,-0.43705598764939296
NATL CTR DIABET ENDOCRINOL,1.0,4621.0,1.0,4621.0,nan,3,Type-3,-0.18769736210024693
NATL CTR DIABET RES LTD,8.0,7467.0,4.0,933.38,nan,0,Type-0,-0.5762730146454915
NATL CTR DIABETES & ENDOCRINOL,1.0,4621.0,1.0,4621.0,nan,3,Type-3,-0.18769736210024693
NATL CTR DIS CONTROL DELHI,8.0,18267.0,8.0,2283.38,nan,0,Type-0,-0.279652477877425
NATL CTR LIVER CANC,68.0,4656.0,7.0,68.47,nan,0,Type-0,-0.8974871246295885
NATL CTR PROT SCI,23.0,8597.0,6.0,373.7799999999999,nan,0,Type-0,-0.9616091319547978
NATL CTR PTSD,314.0,7431.0,7.0,23.67,nan,0,Type-0,-0.8473247078854634
NATL CTR PUBL HLTH & ANAL,18.0,5901.0,3.0,327.83,nan,0,Type-0,-0.983873341429773
NATL DEF UNIV,385.0,5465.0,5.0,14.19,nan,0,Type-0,-0.837341579010764
NATL DEPT HLTH,135.0,6520.0,2.0,48.3,nan,0,Type-0,-0.8792634227338184
NATL DRUG & ALCOHOL RES CTR,9.0,7050.0,3.0,783.33,nan,0,Type-0,-0.6614233077796735
NATL ENGN LAB HIGH SPEED RAILWAY CONSTRUCT,317.0,7113.0,0.0,22.44,nan,0,Type-0,-0.8501999715667187
NATL FOOD & NUTR INST,28.0,11904.0,4.0,425.14,nan,0,Type-0,-0.9285778985339617
NATL HERBARIUM NEW S WALES,1.0,4555.0,1.0,4555.0,nan,3,Type-3,-0.18910857085498337
NATL HLH INSURANCE SERV,1.0,4621.0,1.0,4621.0,nan,3,Type-3,-0.18769736210024693
NATL HLTH LAB SERV,179.0,4794.0,3.0,26.78,nan,0,Type-0,-0.8566817956710253
NATL HOSP,243.0,29054.0,26.0,119.56,nan,0,Type-0,-0.9312049781829768
NATL HOSP ORG,2452.0,41192.0,25.0,16.8,nan,0,Type-0,-0.725882431425633
NATL HOSP ORG HOKKAIDO CANC CTR,110.0,5178.0,4.0,47.07,nan,0,Type-0,-0.8777464858092271
NATL HOSP ORG HOKKAIDO MED CTR,71.0,8077.0,4.0,113.76,nan,0,Type-0,-0.9376796930785279
NATL HOSP ORG KINKI CHUO CHEST MED CTR,201.0,8240.0,8.0,41.0,nan,0,Type-0,-0.867080228303424
NATL HOSP ORG KYOTO MED CTR,582.0,9978.0,10.0,17.14,nan,0,Type-0,-0.8307687942144117
NATL HOSP ORG KYUSHU MED CTR,390.0,5034.0,3.0,12.909999999999998,nan,0,Type-0,-0.8372522348517812
NATL HOSP ORG SHIKOKU CANC CTR,383.0,8728.0,11.0,22.79,nan,0,Type-0,-0.8416863270564746
NATL HOSP SRI LANKA,161.0,4560.0,5.0,28.320000000000004,nan,0,Type-0,-0.8574993987753659
NATL INST BIOMED INNOVAT HLTH & NUTR,291.0,21260.0,10.0,73.06,nan,0,Type-0,-0.8945032363444927
NATL INST ENDOCRINOL LTD,8.0,7467.0,4.0,933.38,nan,0,Type-0,-0.5762730146454915
NATL INST FOOD TECHNOL ENTREPRENEURSHIP & MANAGEM,289.0,8872.0,13.0,30.699999999999996,nan,0,Type-0,-0.8509315029721994
NATL INST HLTH,272.0,68266.0,53.0,250.97816176470587,nan,0,Type-0,-0.9709720315538617
NATL INST HLTH RES,227.0,20038.0,28.0,88.27000000000001,nan,0,Type-0,-0.8999945918878893
NATL INST HLTH RES NIHR OXFORD BIOMED RES CTR,11.0,20244.0,7.0,1840.36,nan,0,Type-0,-0.3266768718070864
NATL INST HYG EPIDEMIOL & MICROBIOL,12.0,12800.0,5.0,1066.67,nan,0,Type-0,-0.5124388883838892
NATL INST LEGAL MED MINA MINOVICI,42.0,37175.0,28.0,885.12,nan,0,Type-0,-0.5485089978054557
NATL INST MED SCI & NUTR SALVADOR ZUBIRAN,159.0,5023.0,10.0,31.590000000000003,nan,0,Type-0,-0.8575770066007306
NATL INST NEUROL & NEUROSURG,89.0,7242.0,2.0,81.37,nan,0,Type-0,-0.9109203532697318
NATL INST NURSING EDUC,11.0,8832.0,6.0,802.91,nan,0,Type-0,-0.6447820063443775
NATL INST NUTR,62.0,15873.0,14.0,256.02,nan,0,Type-0,-0.998152526605869
NATL INST OCCUPAT HLTH,208.0,3254.0,3.0,15.639999999999999,nan,0,Type-0,-0.8449797206748975
NATL INST PHARM & NUTR,11.0,5239.0,2.0,476.2699999999999,nan,0,Type-0,-0.8931077004079243
NATL INST PUBL HLTH,547.0,37199.0,27.0,68.00142595978062,nan,0,Type-0,-0.8687650691298809
NATL INST PUBL HLTH ALGERIA,2.0,5050.0,2.0,2525.0,nan,0,Type-0,-0.2688906264886436
NATL INST PUBL HLTH MOH,1.0,4632.0,1.0,4632.0,nan,3,Type-3,-0.18746619022051617
NATL INST RESP DIS,57.0,9294.0,8.0,163.05,nan,0,Type-0,-0.9704447127119386
NATL INST STAT,27.0,21969.0,15.0,813.67,nan,0,Type-0,-0.6174372298215679
NATL INST STROKE & APPL NEUROSCI,9.0,11917.0,6.0,1324.11,nan,0,Type-0,-0.4294332630864069
NATL INST STROKE & APPL NEUROSCIENCES,1.0,4632.0,1.0,4632.0,nan,3,Type-3,-0.18746619022051617
NATL KORANYI INST PULMONOL,136.0,7942.0,3.0,58.4,nan,0,Type-0,-0.8883511037219766
NATL MED SCI & NUTR INST SALVADOR ZUBIRAN,54.0,5537.0,8.0,102.54000000000002,nan,0,Type-0,-0.9273494032397585
NATL MULTIPLE SCLEROSIS SOC,50.0,8901.0,11.0,178.02,nan,0,Type-0,-0.9775811248374964
NATL MUSEUMS KENYA,290.0,8643.0,9.0,29.80644827586207,nan,0,Type-0,-0.8527786805946219
NATL OFF MATERNAL & CHILD HLTH SURVEILLANCE,8.0,15419.0,8.0,1927.38,nan,0,Type-0,-0.31740310432371854
NATL OFF MATERNAL & CHILDS HLTH SURVEILLANCE,2.0,8539.0,2.0,4269.5,nan,3,Type-3,-0.1944931889488275
NATL OFF MCH SURVEILLANCE CHINA,5.0,8556.0,5.0,1711.2,nan,0,Type-0,-0.35308685665084494
NATL PUBL HLTH INST,30.0,15567.0,7.0,518.9,nan,0,Type-0,-0.8508448449986191
NATL RES CTR SOYBEAN ENGN & TECHNOL,91.0,4272.0,8.0,46.949999999999996,nan,0,Type-0,-0.8758679640877298
NATL RES INST,103.0,7602.0,11.0,73.81,nan,0,Type-0,-0.8996772173640052
NATL SCH PUBL HLTH,52.0,4676.0,4.0,89.92,nan,0,Type-0,-0.9182703451204598
NATL SCH PUBL HLTH MANAGEMENT & PROFESS DEV,32.0,5270.0,7.0,164.69,nan,0,Type-0,-0.9708716539664559
NATL SNOW & ICE DATA CTR,34.0,6536.0,7.0,192.24,nan,0,Type-0,-0.9840341483113547
NATL STAT OFF,31.0,22950.0,9.0,740.32,nan,0,Type-0,-0.6700714066817129
NATL TB INST,24.0,8193.0,5.0,341.37999999999994,nan,0,Type-0,-0.9782847830763012
NATL UNIV COMP & EMERGING SCI,467.0,6921.0,6.0,14.82,nan,0,Type-0,-0.8348726547963027
NATL UNIV IRELAND,129.0,6591.0,2.0,51.09,nan,0,Type-0,-0.8820826848955095
NATL UNIV MALAYSIA,83.0,46002.0,40.0,554.24,nan,0,Type-0,-0.7602852548703881
NATL UNIV SINGAPORE SUZHOU,101.0,4093.0,5.0,40.52,nan,0,Type-0,-0.8710894113268886
NATL YANG MING UNIV HOSP,259.0,7950.0,3.0,30.69,nan,0,Type-0,-0.8581961883980607
NATURAL ENVIRONMENT RESEARCH COUNCIL (NERC),7959.0,243840.0,217.0,30.634456590023873,ENGLAND,0,Type-0,0.8887620900487383
NATURAL HISTORY MUSEUM LONDON,6621.0,121096.0,80.0,18.28992750339828,ENGLAND,0,Type-0,0.1366994003229786
NATURAL RESOURCES CANADA,6730.0,150580.0,123.0,22.374676077265974,CANADA,0,Type-0,0.5033085741138499
NATURAL RESOURCES INSTITUTE FINLAND (LUKE),4323.0,89482.0,74.0,20.699396252602362,FINLAND,0,Type-0,-0.36749350613182513
NATURALIS BIODIVERSITY CENTER,2437.0,54137.0,66.0,22.21227739023389,NETHERLANDS,0,Type-0,-0.6548295732744843
NATURE CONSERVANCY,2372.0,81442.0,83.0,34.33271922428331,USA,0,Type-0,-0.5902572186890188
NATURE RESEARCH CENTER - LITHUANIA,634.0,6121.0,6.0,9.65,LITHUANIA,0,Type-0,-0.8249300455467123
NAVAL MEDICAL CENTER SAN DIEGO,921.0,11973.0,11.0,13.0,USA,0,Type-0,-0.814830072709756
NAVAL MEDICAL RESEARCH CENTER (NMRC),979.0,22033.0,13.0,22.50956077630235,USA,0,Type-0,-0.8192104082972073
NAVAL MEDICAL UNIVERSITY,18639.0,385226.0,301.0,20.667367348033693,CHINA MAINLAND,0,Type-0,0.9802996883445709
NAVAL POSTGRADUATE SCHOOL,866.0,12299.0,5.0,14.204999999999998,USA,0,Type-0,-0.8219380914182429
NAVARRABIOMED,540.0,11142.0,13.0,20.63,SPAIN,0,Type-0,-0.8332516264865543
NAZARBAYEV UNIVERSITY,3208.0,58841.0,48.0,18.34207294264339,KAZAKHSTAN,0,Type-0,-0.6237431597490561
NEAR EAST UNIVERSITY,3702.0,66316.0,66.0,17.912647217720153,TURKIYE,0,Type-0,-0.5213679373960246
NEC CORPORATION,281.0,4525.0,3.0,16.1,JAPAN,0,Type-0,-0.8434172796407993
NECMETTIN ERBAKAN UNIVERSITY,2313.0,18297.0,6.0,7.910121054907047,TURKIYE,0,Type-0,-0.7519214715220407
