univ,country,docs,cites,cpp,top_papers,subject
UNIVERSITY OF INSUBRIA,ITALY,527.0,11759.0,22.31,7.0,BIOLOGY & BIOCHEMISTRY
CARLETON UNIVERSITY,CANADA,515.0,11743.0,22.8,6.0,BIOLOGY & BIOCHEMISTRY
FONDAZIONE IRCCS ISTITUTO NAZIONALE TUMORI MILAN,ITALY,228.0,11732.0,51.46,4.0,BIOLOGY & BIOCHEMISTRY
ABO AKADEMI UNIVERSITY,FINLAND,437.0,11708.0,26.79,7.0,BIOLOGY & BIOCHEMISTRY
UNIVERSIDADE DE BRASILIA,BRAZIL,693.0,11707.0,16.89,1.0,BIOLOGY & BIOCHEMISTRY
HELSINKI UNIVERSITY CENTRAL HOSPITAL,FINLAND,573.0,11704.0,20.43,7.0,BIOLOGY & BIOCHEMISTRY
TAIF UNIVERSITY,SAUDI ARABIA,854.0,11695.0,13.69,4.0,BIOLOGY & BIOCHEMISTRY
KUNMING MEDICAL UNIVERSITY,CHINA MAINLAND,944.0,11689.0,12.38,9.0,BIOLOGY & BIOCHEMISTRY
PAUL SCHERRER INSTITUTE,SWITZERLAND,362.0,11668.0,32.23,4.0,BIOLOGY & BIOCHEMISTRY
HENAN AGRICULTURAL UNIVERSITY,CHINA MAINLAND,715.0,11643.0,16.28,8.0,BIOLOGY & BIOCHEMISTRY
LEIBNIZ INSTITUT FOR ARBEITSFORSCHUNG AN DER TU DORTMUND (IFADO),GERMANY (FED REP GER),56.0,11639.0,207.84,2.0,BIOLOGY & BIOCHEMISTRY
UNIVERSITY OF NEVADA RENO,USA,472.0,11638.0,24.66,8.0,BIOLOGY & BIOCHEMISTRY
GUANGDONG MEDICAL UNIVERSITY,CHINA MAINLAND,784.0,11637.0,14.84,4.0,BIOLOGY & BIOCHEMISTRY
HANGZHOU NORMAL UNIVERSITY,CHINA MAINLAND,604.0,11631.0,19.26,7.0,BIOLOGY & BIOCHEMISTRY
AUSTRIAN CENTRE OF INDUSTRIAL BIOTECHNOLOGY,AUSTRIA,466.0,11617.0,24.93,3.0,BIOLOGY & BIOCHEMISTRY
UNIVERSITY OF BREMEN,GERMANY (FED REP GER),252.0,11587.0,45.98,9.0,BIOLOGY & BIOCHEMISTRY
UNIVERSITY OF MISSISSIPPI MEDICAL CENTER,USA,433.0,11578.0,26.74,7.0,BIOLOGY & BIOCHEMISTRY
WESTLAKE UNIVERSITY,CHINA MAINLAND,444.0,11571.0,26.06,21.0,BIOLOGY & BIOCHEMISTRY
H LEE MOFFITT CANCER CENTER & RESEARCH INSTITUTE,USA,457.0,11542.0,25.26,9.0,BIOLOGY & BIOCHEMISTRY
SAMSUNG MEDICAL CENTER,SOUTH KOREA,673.0,11542.0,17.15,7.0,BIOLOGY & BIOCHEMISTRY
UNIVERSITY OF NOTTINGHAM MALAYSIA,MALAYSIA,257.0,11540.0,44.9,15.0,BIOLOGY & BIOCHEMISTRY
UNIVERSITY OF OVIEDO,SPAIN,425.0,11536.0,27.14,6.0,BIOLOGY & BIOCHEMISTRY
NIH NATIONAL CENTER FOR ADVANCING TRANSLATIONAL SCIENCES (NCATS),USA,221.0,11523.0,52.14,7.0,BIOLOGY & BIOCHEMISTRY
KERMANSHAH UNIVERSITY OF MEDICAL SCIENCES,IRAN,521.0,11521.0,22.11,4.0,BIOLOGY & BIOCHEMISTRY
GRAZ UNIVERSITY OF TECHNOLOGY,AUSTRIA,504.0,11512.0,22.84,1.0,BIOLOGY & BIOCHEMISTRY
CSIR - INDIAN INSTITUTE OF CHEMICAL TECHNOLOGY (IICT),INDIA,424.0,11506.0,27.14,6.0,BIOLOGY & BIOCHEMISTRY
SANOFI-AVENTIS,FRANCE,456.0,11487.0,25.19,6.0,BIOLOGY & BIOCHEMISTRY
UNIVERSITY OF VIRGINIA (UVA) HEALTH SYSTEM,USA,85.0,11473.0,134.98,6.0,BIOLOGY & BIOCHEMISTRY
MEDICAL UNIVERSITY OF BIALYSTOK,POLAND,607.0,11472.0,18.9,7.0,BIOLOGY & BIOCHEMISTRY
INSTITUTE FOR SYSTEMS BIOLOGY (ISB),USA,260.0,11470.0,44.12,14.0,BIOLOGY & BIOCHEMISTRY
IRCCS CA GRANDA OSPEDALE MAGGIORE POLICLINICO,ITALY,639.0,11427.0,17.88,2.0,BIOLOGY & BIOCHEMISTRY
CNRS - INSTITUTE OF PHYSICS (INP),FRANCE,541.0,11422.0,21.11,2.0,BIOLOGY & BIOCHEMISTRY
MONTPELLIER SUPAGRO,FRANCE,325.0,11421.0,35.14,7.0,BIOLOGY & BIOCHEMISTRY
QATAR UNIVERSITY,QATAR,526.0,11324.0,21.53,11.0,BIOLOGY & BIOCHEMISTRY
COLLABORATIVE INNOVATION CENTER FOR DIAGNOSIS & TREATMENT OF INFECTIOUS DISEASES,CHINA MAINLAND,372.0,11302.0,30.38,5.0,BIOLOGY & BIOCHEMISTRY
EARLHAM INSTITUTE,ENGLAND,147.0,11298.0,76.86,12.0,BIOLOGY & BIOCHEMISTRY
STATENS SERUM INSTITUT,DENMARK,138.0,11291.0,81.82,4.0,BIOLOGY & BIOCHEMISTRY
MAGNA GRAECIA UNIVERSITY OF CATANZARO,ITALY,512.0,11267.0,22.01,4.0,BIOLOGY & BIOCHEMISTRY
"NATIONAL INSTITUTE OF PHARMACEUTICAL EDUCATION & RESEARCH, S.A.S. NAGAR (MOHALI)",INDIA,698.0,11266.0,16.14,3.0,BIOLOGY & BIOCHEMISTRY
HOSPITAL DEL MAR,SPAIN,307.0,11264.0,36.69,7.0,BIOLOGY & BIOCHEMISTRY
UNITED STATES DEPARTMENT OF THE INTERIOR,USA,327.0,11264.0,34.45,12.0,BIOLOGY & BIOCHEMISTRY
"INSTITUTE OF BIOLOGICAL, ENVIRONMENTAL, RURAL & SCIENCES (IBERS)",WALES,135.0,11238.0,83.24,3.0,BIOLOGY & BIOCHEMISTRY
ANHUI AGRICULTURAL UNIVERSITY,CHINA MAINLAND,590.0,11228.0,19.03,6.0,BIOLOGY & BIOCHEMISTRY
"NATIONAL INSTITUTE OF BIOLOGICAL SCIENCES, BEIJING",CHINA MAINLAND,251.0,11223.0,44.71,10.0,BIOLOGY & BIOCHEMISTRY
ILLUMINA,USA,119.0,11200.0,94.12,12.0,BIOLOGY & BIOCHEMISTRY
ASSIUT UNIVERSITY,EGYPT,709.0,11193.0,15.79,2.0,BIOLOGY & BIOCHEMISTRY
SHANXI MEDICAL UNIVERSITY,CHINA MAINLAND,1091.0,11193.0,10.26,8.0,BIOLOGY & BIOCHEMISTRY
CHIANG MAI UNIVERSITY,THAILAND,771.0,11178.0,14.5,10.0,BIOLOGY & BIOCHEMISTRY
TUNGHAI UNIVERSITY,TAIWAN,354.0,11177.0,31.57,15.0,BIOLOGY & BIOCHEMISTRY
ASSISTANCE PUBLIQUE-HOPITAUX DE MARSEILLE,FRANCE,485.0,11160.0,23.01,6.0,BIOLOGY & BIOCHEMISTRY
"BEIJING INSTITUTE OF GENOMICS, CAS",CHINA MAINLAND,337.0,11157.0,33.11,14.0,BIOLOGY & BIOCHEMISTRY
CITY OF SCIENTIFIC RESEARCH & TECHNOLOGICAL APPLICATIONS (SRTA-CITY),EGYPT,449.0,11154.0,24.84,7.0,BIOLOGY & BIOCHEMISTRY
CHUNGBUK NATIONAL UNIVERSITY,SOUTH KOREA,699.0,11132.0,15.93,7.0,BIOLOGY & BIOCHEMISTRY
CIBERBBN,SPAIN,509.0,11115.0,21.84,1.0,BIOLOGY & BIOCHEMISTRY
NATIONAL UNIVERSITY OF LA PLATA,ARGENTINA,775.0,11079.0,14.3,5.0,BIOLOGY & BIOCHEMISTRY
UNIVERSITY OF NORTH TEXAS SYSTEM,USA,581.0,11070.0,19.05,4.0,BIOLOGY & BIOCHEMISTRY
INSTITUT NATIONAL DES SCIENCES APPLIQUEES DE TOULOUSE,FRANCE,401.0,11055.0,27.57,3.0,BIOLOGY & BIOCHEMISTRY
CHINA ACADEMY OF CHINESE MEDICAL SCIENCES,CHINA MAINLAND,605.0,11052.0,18.27,13.0,BIOLOGY & BIOCHEMISTRY
NANJING UNIVERSITY OF SCIENCE & TECHNOLOGY,CHINA MAINLAND,494.0,11051.0,22.37,3.0,BIOLOGY & BIOCHEMISTRY
UNIVERSITE DE BRETAGNE OCCIDENTALE,FRANCE,417.0,11039.0,26.47,5.0,BIOLOGY & BIOCHEMISTRY
MERCK & COMPANY USA,USA,473.0,10971.0,23.19,4.0,BIOLOGY & BIOCHEMISTRY
LIVERPOOL JOHN MOORES UNIVERSITY,ENGLAND,475.0,10968.0,23.09,4.0,BIOLOGY & BIOCHEMISTRY
MEDICAL UNIVERSITY GDANSK,POLAND,712.0,10960.0,15.39,6.0,BIOLOGY & BIOCHEMISTRY
NORTHEAST FORESTRY UNIVERSITY - CHINA,CHINA MAINLAND,732.0,10947.0,14.95,6.0,BIOLOGY & BIOCHEMISTRY
A*STAR - INSTITUTE OF MEDICAL BIOLOGY (IMB),SINGAPORE,84.0,10931.0,130.13,4.0,BIOLOGY & BIOCHEMISTRY
MEDICAL UNIVERSITY OF WARSAW,POLAND,694.0,10929.0,15.75,5.0,BIOLOGY & BIOCHEMISTRY
RUTGERS UNIVERSITY NEWARK,USA,393.0,10894.0,27.72,3.0,BIOLOGY & BIOCHEMISTRY
FINLAND NATIONAL INSTITUTE FOR HEALTH & WELFARE,FINLAND,339.0,10883.0,32.1,6.0,BIOLOGY & BIOCHEMISTRY
UNIVERSITY OF KENT,ENGLAND,481.0,10865.0,22.59,2.0,BIOLOGY & BIOCHEMISTRY
POZNAN UNIVERSITY OF MEDICAL SCIENCES,POLAND,664.0,10850.0,16.34,5.0,BIOLOGY & BIOCHEMISTRY
EGE UNIVERSITY,TURKIYE,638.0,10843.0,17.0,3.0,BIOLOGY & BIOCHEMISTRY
PANJAB UNIVERSITY,INDIA,575.0,10834.0,18.84,8.0,BIOLOGY & BIOCHEMISTRY
INHA UNIVERSITY,SOUTH KOREA,587.0,10821.0,18.43,2.0,BIOLOGY & BIOCHEMISTRY
SHANGHAI OCEAN UNIVERSITY,CHINA MAINLAND,832.0,10815.0,13.0,5.0,BIOLOGY & BIOCHEMISTRY
GUANGDONG PHARMACEUTICAL UNIVERSITY,CHINA MAINLAND,587.0,10805.0,18.41,3.0,BIOLOGY & BIOCHEMISTRY
INSTITUT D'INVESTIGACIO BIOMEDICA DE BELLVITGE (IDIBELL),SPAIN,392.0,10804.0,27.56,6.0,BIOLOGY & BIOCHEMISTRY
DALIAN POLYTECHNIC UNIVERSITY,CHINA MAINLAND,655.0,10795.0,16.48,7.0,BIOLOGY & BIOCHEMISTRY
BOEHRINGER INGELHEIM,GERMANY (FED REP GER),474.0,10784.0,22.75,5.0,BIOLOGY & BIOCHEMISTRY
HACETTEPE UNIVERSITY,TURKIYE,825.0,10776.0,13.06,5.0,BIOLOGY & BIOCHEMISTRY
UNIVERSITY OF JINAN,CHINA MAINLAND,585.0,10741.0,18.36,5.0,BIOLOGY & BIOCHEMISTRY
HUNAN NORMAL UNIVERSITY,CHINA MAINLAND,670.0,10738.0,16.03,4.0,BIOLOGY & BIOCHEMISTRY
CGIAR,FRANCE,281.0,10726.0,38.17,9.0,BIOLOGY & BIOCHEMISTRY
TATA INSTITUTE OF FUNDAMENTAL RESEARCH (TIFR),INDIA,662.0,10726.0,16.2,4.0,BIOLOGY & BIOCHEMISTRY
OTTO VON GUERICKE UNIVERSITY,GERMANY (FED REP GER),533.0,10725.0,20.12,3.0,BIOLOGY & BIOCHEMISTRY
RUSH UNIVERSITY,USA,392.0,10707.0,27.31,6.0,BIOLOGY & BIOCHEMISTRY
UNIVERSIDAD DE CORDOBA,SPAIN,470.0,10707.0,22.78,4.0,BIOLOGY & BIOCHEMISTRY
SHAANXI NORMAL UNIVERSITY,CHINA MAINLAND,557.0,10697.0,19.2,4.0,BIOLOGY & BIOCHEMISTRY
TRANSLATIONAL GENOMICS RESEARCH INSTITUTE,USA,85.0,10694.0,125.81,3.0,BIOLOGY & BIOCHEMISTRY
OKLAHOMA STATE UNIVERSITY SYSTEM,USA,502.0,10685.0,21.28,4.0,BIOLOGY & BIOCHEMISTRY
TOKUSHIMA UNIVERSITY,JAPAN,714.0,10685.0,14.96,1.0,BIOLOGY & BIOCHEMISTRY
INSTITUT NATIONAL POLYTECHNIQUE DE TOULOUSE,FRANCE,368.0,10666.0,28.98,3.0,BIOLOGY & BIOCHEMISTRY
CHU DE TOULOUSE,FRANCE,465.0,10658.0,22.92,8.0,BIOLOGY & BIOCHEMISTRY
FUNDACION JIMENEZ DIAZ,SPAIN,187.0,10646.0,56.93,3.0,BIOLOGY & BIOCHEMISTRY
UNIVERSITAT ROVIRA I VIRGILI,SPAIN,514.0,10644.0,20.71,2.0,BIOLOGY & BIOCHEMISTRY
UNIVERSITI TEKNOLOGI MALAYSIA,MALAYSIA,520.0,10636.0,20.45,5.0,BIOLOGY & BIOCHEMISTRY
INDIAN INSTITUTE OF TECHNOLOGY (IIT) - BOMBAY,INDIA,658.0,10636.0,16.16,2.0,BIOLOGY & BIOCHEMISTRY
LUXEMBOURG INSTITUTE OF HEALTH,LUXEMBOURG,223.0,10635.0,47.69,11.0,BIOLOGY & BIOCHEMISTRY
ULSAN NATIONAL INSTITUTE OF SCIENCE & TECHNOLOGY (UNIST),SOUTH KOREA,521.0,10624.0,20.39,7.0,BIOLOGY & BIOCHEMISTRY
HOSPITAL UNIVERSITARI VALL D'HEBRON,SPAIN,439.0,10618.0,24.19,6.0,BIOLOGY & BIOCHEMISTRY
ALAGAPPA UNIVERSITY,INDIA,409.0,10614.0,25.95,6.0,BIOLOGY & BIOCHEMISTRY
TON DUC THANG UNIVERSITY,VIETNAM,245.0,10590.0,43.22,8.0,BIOLOGY & BIOCHEMISTRY
CSIC - CENTRO DE INVESTIGACIONES BIOLOGICAS (CIB),SPAIN,446.0,10565.0,23.69,2.0,BIOLOGY & BIOCHEMISTRY
AGRICULTURE & AGRI FOOD CANADA,CANADA,396.0,10537.0,26.61,10.0,BIOLOGY & BIOCHEMISTRY
ODENSE UNIVERSITY HOSPITAL,DENMARK,502.0,10537.0,20.99,3.0,BIOLOGY & BIOCHEMISTRY
SHENYANG PHARMACEUTICAL UNIVERSITY,CHINA MAINLAND,746.0,10507.0,14.08,5.0,BIOLOGY & BIOCHEMISTRY
CINVESTAV - CENTRO DE INVESTIGACION Y DE ESTUDIOS AVANZADOS DEL INSTITUTO POLITECNICO NACIONAL,MEXICO,596.0,10480.0,17.58,7.0,BIOLOGY & BIOCHEMISTRY
AGROSUP DIJON,FRANCE,454.0,10472.0,23.07,5.0,BIOLOGY & BIOCHEMISTRY
CSIC - INSTITUTO DE CATALISIS Y PETROLEOQUIMICA (ICP),SPAIN,279.0,10471.0,37.53,7.0,BIOLOGY & BIOCHEMISTRY
SEATTLE CHILDREN'S HOSPITAL,USA,375.0,10456.0,27.88,6.0,BIOLOGY & BIOCHEMISTRY
SMITHSONIAN NATIONAL MUSEUM OF NATURAL HISTORY,USA,322.0,10455.0,32.47,3.0,BIOLOGY & BIOCHEMISTRY
"ECOLE NATIONALE VETERINAIRE, AGROALIMENTAIRE ET DE L'ALIMENTATION NANTES-ATLANTIQUE",FRANCE,171.0,10445.0,61.08,2.0,BIOLOGY & BIOCHEMISTRY
ISFAHAN UNIVERSITY OF TECHNOLOGY,IRAN,408.0,10444.0,25.6,5.0,BIOLOGY & BIOCHEMISTRY
BEIJING INSTITUTE OF TECHNOLOGY,CHINA MAINLAND,616.0,10441.0,16.95,16.0,BIOLOGY & BIOCHEMISTRY
JILIN AGRICULTURAL UNIVERSITY,CHINA MAINLAND,654.0,10373.0,15.86,3.0,BIOLOGY & BIOCHEMISTRY
KING KHALID UNIVERSITY,SAUDI ARABIA,1008.0,10367.0,10.28,15.0,BIOLOGY & BIOCHEMISTRY
A.C.CAMARGO CANCER CENTER,BRAZIL,113.0,10366.0,91.73,3.0,BIOLOGY & BIOCHEMISTRY
RAPPAPORT FACULTY OF MEDICINE,ISRAEL,366.0,10365.0,28.32,3.0,BIOLOGY & BIOCHEMISTRY
NATIONAL SUN YAT SEN UNIVERSITY,TAIWAN,495.0,10359.0,20.93,6.0,BIOLOGY & BIOCHEMISTRY
HALLYM UNIVERSITY,SOUTH KOREA,624.0,10357.0,16.6,6.0,BIOLOGY & BIOCHEMISTRY
UNIVERSITY WESTERN ONTARIO HOSPITAL,CANADA,358.0,10356.0,28.93,8.0,BIOLOGY & BIOCHEMISTRY
SAVEETHA INSTITUTE OF MEDICAL & TECHNICAL SCIENCE,INDIA,812.0,10349.0,12.75,21.0,BIOLOGY & BIOCHEMISTRY
MEDSTAR WASHINGTON HOSPITAL CENTER,USA,40.0,10345.0,258.62,1.0,BIOLOGY & BIOCHEMISTRY
ANN & ROBERT H. LURIE CHILDREN'S HOSPITAL OF CHICAGO,USA,359.0,10345.0,28.82,5.0,BIOLOGY & BIOCHEMISTRY
HOSPITAL UNIVERSITARI I POLITECNIC LA FE,SPAIN,172.0,10343.0,60.13,2.0,BIOLOGY & BIOCHEMISTRY
LAB SURGPATH,,2.0,10339.0,5169.5,1.0,BIOLOGY & BIOCHEMISTRY
UNIVERSITY OF READING,ENGLAND,423.0,10336.0,24.43,6.0,BIOLOGY & BIOCHEMISTRY
DURHAM UNIVERSITY,ENGLAND,438.0,10330.0,23.58,6.0,BIOLOGY & BIOCHEMISTRY
FORSCHUNGSINSTITUT FUR NUTZTIERBIOLOGIE (FBN),GERMANY (FED REP GER),166.0,10329.0,62.22,2.0,BIOLOGY & BIOCHEMISTRY
UNIVERSITY OF ARKANSAS FAYETTEVILLE,USA,553.0,10312.0,18.65,5.0,BIOLOGY & BIOCHEMISTRY
PASTEUR INSTITUTE OF IRAN,IRAN,622.0,10306.0,16.57,5.0,BIOLOGY & BIOCHEMISTRY
CHENGDU UNIVERSITY OF TRADITIONAL CHINESE MEDICINE,CHINA MAINLAND,707.0,10268.0,14.52,17.0,BIOLOGY & BIOCHEMISTRY
GORDON LIFE SCIENCE INSTITUTE,USA,67.0,10261.0,153.15,9.0,BIOLOGY & BIOCHEMISTRY
INDIANA UNIVERSITY INDIANAPOLIS,USA,486.0,10246.0,21.08,6.0,BIOLOGY & BIOCHEMISTRY
UNIVERSITY OF VETERINARY MEDICINE VIENNA,AUSTRIA,517.0,10234.0,19.79,3.0,BIOLOGY & BIOCHEMISTRY
EDITH COWAN UNIVERSITY,AUSTRALIA,341.0,10227.0,29.99,9.0,BIOLOGY & BIOCHEMISTRY
OHIO UNIVERSITY,USA,398.0,10187.0,25.6,4.0,BIOLOGY & BIOCHEMISTRY
BIOTECHMED GRAZ,,299.0,10184.0,34.06,8.0,BIOLOGY & BIOCHEMISTRY
MOSSAKOWSKI MEDICAL RESEARCH INSTITUTE OF THE POLISH ACADEMY OF SCIENCES,POLAND,242.0,10167.0,42.01,1.0,BIOLOGY & BIOCHEMISTRY
GUNMA UNIVERSITY,JAPAN,626.0,10149.0,16.21,5.0,BIOLOGY & BIOCHEMISTRY
IRCCS MULTIMEDICA,ITALY,105.0,10139.0,96.56,5.0,BIOLOGY & BIOCHEMISTRY
DANKOOK UNIVERSITY,SOUTH KOREA,487.0,10138.0,20.82,5.0,BIOLOGY & BIOCHEMISTRY
SEJONG UNIVERSITY,SOUTH KOREA,359.0,10134.0,28.23,6.0,BIOLOGY & BIOCHEMISTRY
INDIAN INSTITUTE OF TECHNOLOGY (IIT) - MADRAS,INDIA,581.0,10128.0,17.43,7.0,BIOLOGY & BIOCHEMISTRY
UNIVERSITY HOHENHEIM,GERMANY (FED REP GER),475.0,10127.0,21.32,4.0,BIOLOGY & BIOCHEMISTRY
CENTRO NACIONAL DE INVESTIGACIONES CARDIOVASCULARES (CNIC),SPAIN,309.0,10112.0,32.72,11.0,BIOLOGY & BIOCHEMISTRY
"UNIVERSITY OF CHEMISTRY & TECHNOLOGY, PRAGUE",CZECH REPUBLIC,426.0,10094.0,23.69,6.0,BIOLOGY & BIOCHEMISTRY
UNIVERSIDADE FEDERAL DE PERNAMBUCO,BRAZIL,716.0,10087.0,14.09,2.0,BIOLOGY & BIOCHEMISTRY
UNIVERSITY OF OKLAHOMA - NORMAN,USA,415.0,10083.0,24.3,3.0,BIOLOGY & BIOCHEMISTRY
MOUNT ALLISON UNIVERSITY,CANADA,59.0,10076.0,170.78,2.0,BIOLOGY & BIOCHEMISTRY
NATIONAL OCEANIC ATMOSPHERIC ADMIN (NOAA) - USA,USA,235.0,10064.0,42.83,10.0,BIOLOGY & BIOCHEMISTRY
SANJAY GANDHI POSTGRADUATE INSTITUTE OF MEDICAL SCIENCES,INDIA,162.0,10060.0,62.1,3.0,BIOLOGY & BIOCHEMISTRY
"THE CHINESE UNIVERSITY OF HONG KONG, SHENZHEN",CHINA MAINLAND,336.0,10057.0,29.93,8.0,BIOLOGY & BIOCHEMISTRY
PRINCE SATTAM BIN ABDULAZIZ UNIVERSITY,SAUDI ARABIA,664.0,10048.0,15.13,7.0,BIOLOGY & BIOCHEMISTRY
LOPUKHIN FEDERAL RESEARCH & CLINICAL CENTER OF PHYSICAL-CHEMICAL MEDICINE OF FEDERAL MEDICAL BIOLOGICAL AGENCY,RUSSIA,168.0,10044.0,59.79,2.0,BIOLOGY & BIOCHEMISTRY
PROGRAM IN CELLULAR & MOLECULAR MEDICINE (PCMM),USA,159.0,10040.0,63.14,20.0,BIOLOGY & BIOCHEMISTRY
VICTORIA UNIVERSITY WELLINGTON,NEW ZEALAND,334.0,10031.0,30.03,7.0,BIOLOGY & BIOCHEMISTRY
UNIVERSITY OF BRITISH COLUMBIA OKANAGAN,CANADA,140.0,10027.0,71.62,1.0,BIOLOGY & BIOCHEMISTRY
UNITED STATES GEOLOGICAL SURVEY,USA,274.0,10003.0,36.51,11.0,BIOLOGY & BIOCHEMISTRY
JAPANESE FOUNDATION FOR CANCER RESEARCH,JAPAN,181.0,9985.0,55.17,1.0,BIOLOGY & BIOCHEMISTRY
UNIVERSITY OF SALERNO,ITALY,541.0,9984.0,18.45,3.0,BIOLOGY & BIOCHEMISTRY
SAHLGRENSKA UNIVERSITY HOSPITAL,SWEDEN,459.0,9954.0,21.69,2.0,BIOLOGY & BIOCHEMISTRY
FUZHOU UNIVERSITY,CHINA MAINLAND,660.0,9919.0,15.03,2.0,BIOLOGY & BIOCHEMISTRY
MEMORIAL UNIVERSITY NEWFOUNDLAND,CANADA,527.0,9910.0,18.8,5.0,BIOLOGY & BIOCHEMISTRY
HUN-REN BIOLOGICAL RESEARCH CENTER,HUNGARY,461.0,9905.0,21.49,2.0,BIOLOGY & BIOCHEMISTRY
VAN ANDEL INSTITUTE,USA,284.0,9901.0,34.86,8.0,BIOLOGY & BIOCHEMISTRY
UNIVERSITY OF CALABRIA,ITALY,498.0,9887.0,19.85,4.0,BIOLOGY & BIOCHEMISTRY
"IONIS PHARMACEUTICALS, INC.",USA,230.0,9880.0,42.96,7.0,BIOLOGY & BIOCHEMISTRY
INSTITUTE OF SCIENCE & TECHNOLOGY - AUSTRIA,AUSTRIA,320.0,9844.0,30.76,6.0,BIOLOGY & BIOCHEMISTRY
KAFRELSHEIKH UNIVERSITY,EGYPT,469.0,9841.0,20.98,6.0,BIOLOGY & BIOCHEMISTRY
NIH NATIONAL INSTITUTE ON DEAFNESS & OTHER COMMUNICATION DISORDERS (NIDCD),USA,105.0,9840.0,93.71,2.0,BIOLOGY & BIOCHEMISTRY
LEIBNIZ INSTITUT FUR GEWASSEROKOLOGIE UND BINNENFISCHEREI (IGB),GERMANY (FED REP GER),133.0,9829.0,73.9,9.0,BIOLOGY & BIOCHEMISTRY
ISGLOBAL,SPAIN,114.0,9813.0,86.08,2.0,BIOLOGY & BIOCHEMISTRY
CEMM RESEARCH CENTER FOR MOLECULAR MEDICINE OF THE AUSTRIAN ACADEMY OF SCIENCES,AUSTRIA,154.0,9801.0,63.64,16.0,BIOLOGY & BIOCHEMISTRY
STAZIONE ZOOLOGICA ANTON DOHRN,ITALY,270.0,9801.0,36.3,8.0,BIOLOGY & BIOCHEMISTRY
HOPITAL UNIVERSITAIRE BICETRE - APHP,FRANCE,341.0,9785.0,28.7,4.0,BIOLOGY & BIOCHEMISTRY
AMIRKABIR UNIVERSITY OF TECHNOLOGY,IRAN,338.0,9775.0,28.92,7.0,BIOLOGY & BIOCHEMISTRY
TEXAS A&M HEALTH SCIENCE CENTER,USA,378.0,9766.0,25.84,0.0,BIOLOGY & BIOCHEMISTRY
UNIVERSIDAD DE VALLADOLID,SPAIN,455.0,9761.0,21.45,2.0,BIOLOGY & BIOCHEMISTRY
HANGZHOU MEDICAL COLLEGE,CHINA MAINLAND,692.0,9750.0,14.09,7.0,BIOLOGY & BIOCHEMISTRY
"JOSLIN DIABETES CENTER, INC.",USA,276.0,9749.0,35.32,11.0,BIOLOGY & BIOCHEMISTRY
NOVOSIBIRSK STATE UNIVERSITY,RUSSIA,558.0,9730.0,17.44,4.0,BIOLOGY & BIOCHEMISTRY
UNIVERSITY OF THESSALY,GREECE,416.0,9728.0,23.38,6.0,BIOLOGY & BIOCHEMISTRY
INDIAN INSTITUTE OF TECHNOLOGY BHU VARANASI (IIT BHU VARANASI),INDIA,473.0,9713.0,20.53,5.0,BIOLOGY & BIOCHEMISTRY
ALL INDIA INSTITUTE OF MEDICAL SCIENCES (AIIMS) NEW DELHI,INDIA,752.0,9694.0,12.89,1.0,BIOLOGY & BIOCHEMISTRY
WUHAN UNIVERSITY OF TECHNOLOGY,CHINA MAINLAND,370.0,9688.0,26.18,4.0,BIOLOGY & BIOCHEMISTRY
ROYAL FREE LONDON NHS FOUNDATION TRUST,ENGLAND,224.0,9675.0,43.19,11.0,BIOLOGY & BIOCHEMISTRY
NIH NATIONAL INSTITUTE OF MENTAL HEALTH (NIMH),USA,225.0,9660.0,42.93,8.0,BIOLOGY & BIOCHEMISTRY
GUIZHOU MEDICAL UNIVERSITY,CHINA MAINLAND,825.0,9658.0,11.71,3.0,BIOLOGY & BIOCHEMISTRY
WESTERN SYDNEY UNIVERSITY,AUSTRALIA,400.0,9642.0,24.11,5.0,BIOLOGY & BIOCHEMISTRY
PRINCESS NOURAH BINT ABDULRAHMAN UNIVERSITY,SAUDI ARABIA,677.0,9633.0,14.23,13.0,BIOLOGY & BIOCHEMISTRY
UNIVERSITY OF NORTH TEXAS DENTON,USA,532.0,9604.0,18.05,4.0,BIOLOGY & BIOCHEMISTRY
UNIVERSITY OF CALCUTTA,INDIA,593.0,9604.0,16.2,2.0,BIOLOGY & BIOCHEMISTRY
SANDIA NATIONAL LABORATORIES,USA,231.0,9575.0,41.45,6.0,BIOLOGY & BIOCHEMISTRY
UNIVERSITY OF SASSARI,ITALY,408.0,9568.0,23.45,9.0,BIOLOGY & BIOCHEMISTRY
NARA INSTITUTE OF SCIENCE & TECHNOLOGY,JAPAN,430.0,9567.0,22.25,3.0,BIOLOGY & BIOCHEMISTRY
GUANGDONG ACADEMY OF MEDICAL SCIENCES & GUANGDONG GENERAL HOSPITAL,CHINA MAINLAND,629.0,9548.0,15.18,7.0,BIOLOGY & BIOCHEMISTRY
"INSTITUTE OF OCEANOLOGY, CAS",CHINA MAINLAND,513.0,9522.0,18.56,1.0,BIOLOGY & BIOCHEMISTRY
DEUTSCHES ELEKTRONEN-SYNCHROTRON (DESY),GERMANY (FED REP GER),322.0,9520.0,29.57,3.0,BIOLOGY & BIOCHEMISTRY
POLYTECHNIC UNIVERSITY OF MILAN,ITALY,519.0,9506.0,18.32,2.0,BIOLOGY & BIOCHEMISTRY
ZUNYI MEDICAL UNIVERSITY,CHINA MAINLAND,700.0,9503.0,13.58,5.0,BIOLOGY & BIOCHEMISTRY
